Level_2_cancer,sample,0
Smooth muscle_Normal,P13_tumor_primary_UKIM-V-2,4
Smooth muscle_Normal,P14_normal_adjacent_UKIM-V-2,3
Smooth muscle_Normal,P14_tumor_primary_UKIM-V-2,1
Smooth muscle_Normal,P15_normal_adjacent_UKIM-V-2,2
Smooth muscle_Normal,P15_tumor_primary_UKIM-V-2,1
Smooth muscle_Normal,P16_normal_adjacent_UKIM-V-2,4
Smooth muscle_Normal,P16_tumor_primary_UKIM-V-2,0
Smooth muscle_Normal,P17_normal_adjacent_UKIM-V-2,0
Smooth muscle_Normal,P17_tumor_primary_UKIM-V-2,0
Unknown_Normal,P4_normal_adjacent_UKIM-V-2,22
Unknown_Normal,P4_tumor_primary_UKIM-V-2,114
Unknown_Normal,P5_normal_adjacent_UKIM-V-2,15
Unknown_Normal,P5_tumor_primary_UKIM-V-2,33
Unknown_Normal,P6_normal_adjacent_UKIM-V-2,45
Unknown_Normal,P6_tumor_primary_UKIM-V-2,117
Unknown_Normal,P7_normal_adjacent_UKIM-V-2,17
Unknown_Normal,P7_tumor_primary_UKIM-V-2,198
Unknown_Normal,P8_normal_adjacent_UKIM-V-2,16
Unknown_Normal,P8_tumor_primary_UKIM-V-2,7
Unknown_Normal,P9_normal_adjacent_UKIM-V-2,131
Unknown_Normal,P9_tumor_primary_UKIM-V-2,304
Unknown_Normal,P10_normal_adjacent_UKIM-V-2,137
Unknown_Normal,P10_tumor_primary_UKIM-V-2,135
Unknown_Normal,P11_normal_adjacent_UKIM-V-2,34
Unknown_Normal,P11_tumor_primary_UKIM-V-2,662
Unknown_Normal,P12_normal_adjacent_UKIM-V-2,63
Unknown_Normal,P12_tumor_primary_UKIM-V-2,44
Unknown_Normal,P13_normal_adjacent_UKIM-V-2,24
Unknown_Normal,P13_tumor_primary_UKIM-V-2,130
Unknown_Normal,P14_normal_adjacent_UKIM-V-2,32
Unknown_Normal,P14_tumor_primary_UKIM-V-2,855
Unknown_Normal,P15_normal_adjacent_UKIM-V-2,38
Unknown_Normal,P15_tumor_primary_UKIM-V-2,73
Unknown_Normal,P16_normal_adjacent_UKIM-V-2,42
Unknown_Normal,P16_tumor_primary_UKIM-V-2,588
Unknown_Normal,P17_normal_adjacent_UKIM-V-2,11
Unknown_Normal,P17_tumor_primary_UKIM-V-2,50
Unknown_Tumor,P4_normal_adjacent_UKIM-V-2,0
Unknown_Tumor,P4_tumor_primary_UKIM-V-2,1
Unknown_Tumor,P5_normal_adjacent_UKIM-V-2,0
Unknown_Tumor,P5_tumor_primary_UKIM-V-2,7
Unknown_Tumor,P6_normal_adjacent_UKIM-V-2,1
Unknown_Tumor,P6_tumor_primary_UKIM-V-2,30
Unknown_Tumor,P7_normal_adjacent_UKIM-V-2,0
Unknown_Tumor,P7_tumor_primary_UKIM-V-2,4
Unknown_Tumor,P8_normal_adjacent_UKIM-V-2,0
Unknown_Tumor,P8_tumor_primary_UKIM-V-2,6
Unknown_Tumor,P9_normal_adjacent_UKIM-V-2,4
Unknown_Tumor,P9_tumor_primary_UKIM-V-2,16
Unknown_Tumor,P10_normal_adjacent_UKIM-V-2,7
Unknown_Tumor,P10_tumor_primary_UKIM-V-2,8
Unknown_Tumor,P11_normal_adjacent_UKIM-V-2,0
Unknown_Tumor,P11_tumor_primary_UKIM-V-2,1
Unknown_Tumor,P12_normal_adjacent_UKIM-V-2,5
Unknown_Tumor,P12_tumor_primary_UKIM-V-2,39
Unknown_Tumor,P13_normal_adjacent_UKIM-V-2,0
Unknown_Tumor,P13_tumor_primary_UKIM-V-2,3
Unknown_Tumor,P14_normal_adjacent_UKIM-V-2,4
Unknown_Tumor,P14_tumor_primary_UKIM-V-2,6
Unknown_Tumor,P15_normal_adjacent_UKIM-V-2,8
Unknown_Tumor,P15_tumor_primary_UKIM-V-2,124
Unknown_Tumor,P16_normal_adjacent_UKIM-V-2,0
Unknown_Tumor,P16_tumor_primary_UKIM-V-2,0
Unknown_Tumor,P17_normal_adjacent_UKIM-V-2,0
Unknown_Tumor,P17_tumor_primary_UKIM-V-2,3
Airway epithelium_Normal,p1t1_Zilionis_Klein_2019_NSCLC,17
Airway epithelium_Normal,p1t2_Zilionis_Klein_2019_NSCLC,16
Airway epithelium_Normal,p1t3_Zilionis_Klein_2019_NSCLC,8
Airway epithelium_Normal,p1t4_Zilionis_Klein_2019_NSCLC,13
Airway epithelium_Normal,p2t1_Zilionis_Klein_2019_NSCLC,4
Airway epithelium_Normal,p2t2_Zilionis_Klein_2019_NSCLC,1
Airway epithelium_Normal,p3t1_Zilionis_Klein_2019_NSCLC,111
Airway epithelium_Normal,p3t2_Zilionis_Klein_2019_NSCLC,127
Airway epithelium_Normal,p3t3_Zilionis_Klein_2019_NSCLC,145
Airway epithelium_Normal,p4t1_Zilionis_Klein_2019_NSCLC,2
Airway epithelium_Normal,p4t2_Zilionis_Klein_2019_NSCLC,1
Airway epithelium_Normal,p4t3_Zilionis_Klein_2019_NSCLC,3
Airway epithelium_Normal,p5t1_Zilionis_Klein_2019_NSCLC,19
Airway epithelium_Normal,p5t2_Zilionis_Klein_2019_NSCLC,28
Airway epithelium_Normal,p6t1_Zilionis_Klein_2019_NSCLC,42
Airway epithelium_Normal,p6t2_Zilionis_Klein_2019_NSCLC,33
Airway epithelium_Normal,p7t1_Zilionis_Klein_2019_NSCLC,28
Airway epithelium_Normal,p7t2_Zilionis_Klein_2019_NSCLC,20
Airway epithelium_Tumor,p1t1_Zilionis_Klein_2019_NSCLC,278
Airway epithelium_Tumor,p1t2_Zilionis_Klein_2019_NSCLC,305
Airway epithelium_Tumor,p1t3_Zilionis_Klein_2019_NSCLC,156
Airway epithelium_Tumor,p1t4_Zilionis_Klein_2019_NSCLC,183
Airway epithelium_Tumor,p2t1_Zilionis_Klein_2019_NSCLC,29
Airway epithelium_Tumor,p2t2_Zilionis_Klein_2019_NSCLC,23
Airway epithelium_Tumor,p3t1_Zilionis_Klein_2019_NSCLC,0
Airway epithelium_Tumor,p3t2_Zilionis_Klein_2019_NSCLC,2
Airway epithelium_Tumor,p3t3_Zilionis_Klein_2019_NSCLC,0
Airway epithelium_Tumor,p4t1_Zilionis_Klein_2019_NSCLC,0
Airway epithelium_Tumor,p4t2_Zilionis_Klein_2019_NSCLC,0
Airway epithelium_Tumor,p4t3_Zilionis_Klein_2019_NSCLC,0
Airway epithelium_Tumor,p5t1_Zilionis_Klein_2019_NSCLC,0
Airway epithelium_Tumor,p5t2_Zilionis_Klein_2019_NSCLC,1
Airway epithelium_Tumor,p6t1_Zilionis_Klein_2019_NSCLC,2
Airway epithelium_Tumor,p6t2_Zilionis_Klein_2019_NSCLC,0
Airway epithelium_Tumor,p7t1_Zilionis_Klein_2019_NSCLC,149
Airway epithelium_Tumor,p7t2_Zilionis_Klein_2019_NSCLC,128
Alveolar epithelium_Normal,p1t1_Zilionis_Klein_2019_NSCLC,22
Alveolar epithelium_Normal,p1t2_Zilionis_Klein_2019_NSCLC,22
Alveolar epithelium_Normal,p1t3_Zilionis_Klein_2019_NSCLC,7
Alveolar epithelium_Normal,p1t4_Zilionis_Klein_2019_NSCLC,12
Alveolar epithelium_Normal,p2t1_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Normal,p2t2_Zilionis_Klein_2019_NSCLC,1
Alveolar epithelium_Normal,p3t1_Zilionis_Klein_2019_NSCLC,70
Alveolar epithelium_Normal,p3t2_Zilionis_Klein_2019_NSCLC,52
Alveolar epithelium_Normal,p3t3_Zilionis_Klein_2019_NSCLC,65
Alveolar epithelium_Normal,p4t1_Zilionis_Klein_2019_NSCLC,42
Alveolar epithelium_Normal,p4t2_Zilionis_Klein_2019_NSCLC,52
Alveolar epithelium_Normal,p4t3_Zilionis_Klein_2019_NSCLC,53
Alveolar epithelium_Normal,p5t1_Zilionis_Klein_2019_NSCLC,229
Alveolar epithelium_Normal,p5t2_Zilionis_Klein_2019_NSCLC,205
Alveolar epithelium_Normal,p6t1_Zilionis_Klein_2019_NSCLC,26
Alveolar epithelium_Normal,p6t2_Zilionis_Klein_2019_NSCLC,21
Alveolar epithelium_Normal,p7t1_Zilionis_Klein_2019_NSCLC,37
Alveolar epithelium_Normal,p7t2_Zilionis_Klein_2019_NSCLC,30
Alveolar epithelium_Tumor,p1t1_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p1t2_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p1t3_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p1t4_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p2t1_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p2t2_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p3t1_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p3t2_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p3t3_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p4t1_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p4t2_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p4t3_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p5t1_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p5t2_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p6t1_Zilionis_Klein_2019_NSCLC,0
Alveolar epithelium_Tumor,p6t2_Zilionis_Klein_2019_NSCLC,1
Alveolar epithelium_Tumor,p7t1_Zilionis_Klein_2019_NSCLC,1
Alveolar epithelium_Tumor,p7t2_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Normal,p1t1_Zilionis_Klein_2019_NSCLC,16
Blood vessels_Normal,p1t2_Zilionis_Klein_2019_NSCLC,13
Blood vessels_Normal,p1t3_Zilionis_Klein_2019_NSCLC,8
Blood vessels_Normal,p1t4_Zilionis_Klein_2019_NSCLC,3
Blood vessels_Normal,p2t1_Zilionis_Klein_2019_NSCLC,1
Blood vessels_Normal,p2t2_Zilionis_Klein_2019_NSCLC,1
Blood vessels_Normal,p3t1_Zilionis_Klein_2019_NSCLC,49
Blood vessels_Normal,p3t2_Zilionis_Klein_2019_NSCLC,37
Blood vessels_Normal,p3t3_Zilionis_Klein_2019_NSCLC,63
Blood vessels_Normal,p4t1_Zilionis_Klein_2019_NSCLC,3
Blood vessels_Normal,p4t2_Zilionis_Klein_2019_NSCLC,3
Blood vessels_Normal,p4t3_Zilionis_Klein_2019_NSCLC,1
Blood vessels_Normal,p5t1_Zilionis_Klein_2019_NSCLC,21
Blood vessels_Normal,p5t2_Zilionis_Klein_2019_NSCLC,38
Blood vessels_Normal,p6t1_Zilionis_Klein_2019_NSCLC,35
Blood vessels_Normal,p6t2_Zilionis_Klein_2019_NSCLC,23
Blood vessels_Normal,p7t1_Zilionis_Klein_2019_NSCLC,19
Blood vessels_Normal,p7t2_Zilionis_Klein_2019_NSCLC,25
Blood vessels_Tumor,p1t1_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p1t2_Zilionis_Klein_2019_NSCLC,1
Blood vessels_Tumor,p1t3_Zilionis_Klein_2019_NSCLC,1
Blood vessels_Tumor,p1t4_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p2t1_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p2t2_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p3t1_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p3t2_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p3t3_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p4t1_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p4t2_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p4t3_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p5t1_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p5t2_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p6t1_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p6t2_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p7t1_Zilionis_Klein_2019_NSCLC,0
Blood vessels_Tumor,p7t2_Zilionis_Klein_2019_NSCLC,0
Fibroblast lineage_Normal,p1t1_Zilionis_Klein_2019_NSCLC,77
Fibroblast lineage_Normal,p1t2_Zilionis_Klein_2019_NSCLC,82
Fibroblast lineage_Normal,p1t3_Zilionis_Klein_2019_NSCLC,32
Fibroblast lineage_Normal,p1t4_Zilionis_Klein_2019_NSCLC,37
Fibroblast lineage_Normal,p2t1_Zilionis_Klein_2019_NSCLC,7
Fibroblast lineage_Normal,p2t2_Zilionis_Klein_2019_NSCLC,5
Fibroblast lineage_Normal,p3t1_Zilionis_Klein_2019_NSCLC,58
Fibroblast lineage_Normal,p3t2_Zilionis_Klein_2019_NSCLC,56
Fibroblast lineage_Normal,p3t3_Zilionis_Klein_2019_NSCLC,53
Fibroblast lineage_Normal,p4t1_Zilionis_Klein_2019_NSCLC,1
Fibroblast lineage_Normal,p4t2_Zilionis_Klein_2019_NSCLC,2
Fibroblast lineage_Normal,p4t3_Zilionis_Klein_2019_NSCLC,1
Fibroblast lineage_Normal,p5t1_Zilionis_Klein_2019_NSCLC,50
Fibroblast lineage_Normal,p5t2_Zilionis_Klein_2019_NSCLC,58
Fibroblast lineage_Normal,p6t1_Zilionis_Klein_2019_NSCLC,21
Fibroblast lineage_Normal,p6t2_Zilionis_Klein_2019_NSCLC,28
Fibroblast lineage_Normal,p7t1_Zilionis_Klein_2019_NSCLC,25
Fibroblast lineage_Normal,p7t2_Zilionis_Klein_2019_NSCLC,26
Lymphatic EC_Normal,p1t1_Zilionis_Klein_2019_NSCLC,1
Lymphatic EC_Normal,p1t2_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p1t3_Zilionis_Klein_2019_NSCLC,1
Lymphatic EC_Normal,p1t4_Zilionis_Klein_2019_NSCLC,5
Lymphatic EC_Normal,p2t1_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p2t2_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p3t1_Zilionis_Klein_2019_NSCLC,2
Lymphatic EC_Normal,p3t2_Zilionis_Klein_2019_NSCLC,1
Lymphatic EC_Normal,p3t3_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p4t1_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p4t2_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p4t3_Zilionis_Klein_2019_NSCLC,1
Lymphatic EC_Normal,p5t1_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p5t2_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p6t1_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p6t2_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p7t1_Zilionis_Klein_2019_NSCLC,0
Lymphatic EC_Normal,p7t2_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Normal,p1t1_Zilionis_Klein_2019_NSCLC,707
Lymphoid_Normal,p1t2_Zilionis_Klein_2019_NSCLC,806
Lymphoid_Normal,p1t3_Zilionis_Klein_2019_NSCLC,465
Lymphoid_Normal,p1t4_Zilionis_Klein_2019_NSCLC,507
Lymphoid_Normal,p2t1_Zilionis_Klein_2019_NSCLC,101
Lymphoid_Normal,p2t2_Zilionis_Klein_2019_NSCLC,81
Lymphoid_Normal,p3t1_Zilionis_Klein_2019_NSCLC,1866
Lymphoid_Normal,p3t2_Zilionis_Klein_2019_NSCLC,1985
Lymphoid_Normal,p3t3_Zilionis_Klein_2019_NSCLC,1733
Lymphoid_Normal,p4t1_Zilionis_Klein_2019_NSCLC,1116
Lymphoid_Normal,p4t2_Zilionis_Klein_2019_NSCLC,958
Lymphoid_Normal,p4t3_Zilionis_Klein_2019_NSCLC,1209
Lymphoid_Normal,p5t1_Zilionis_Klein_2019_NSCLC,282
Lymphoid_Normal,p5t2_Zilionis_Klein_2019_NSCLC,1080
Lymphoid_Normal,p6t1_Zilionis_Klein_2019_NSCLC,1787
Lymphoid_Normal,p6t2_Zilionis_Klein_2019_NSCLC,1619
Lymphoid_Normal,p7t1_Zilionis_Klein_2019_NSCLC,412
Lymphoid_Normal,p7t2_Zilionis_Klein_2019_NSCLC,370
Lymphoid_Tumor,p1t1_Zilionis_Klein_2019_NSCLC,8
Lymphoid_Tumor,p1t2_Zilionis_Klein_2019_NSCLC,8
Lymphoid_Tumor,p1t3_Zilionis_Klein_2019_NSCLC,5
Lymphoid_Tumor,p1t4_Zilionis_Klein_2019_NSCLC,3
Lymphoid_Tumor,p2t1_Zilionis_Klein_2019_NSCLC,1
Lymphoid_Tumor,p2t2_Zilionis_Klein_2019_NSCLC,1
Lymphoid_Tumor,p3t1_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p3t2_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p3t3_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p4t1_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p4t2_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p4t3_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p5t1_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p5t2_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p6t1_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p6t2_Zilionis_Klein_2019_NSCLC,0
Lymphoid_Tumor,p7t1_Zilionis_Klein_2019_NSCLC,3
Lymphoid_Tumor,p7t2_Zilionis_Klein_2019_NSCLC,2
Myeloid_Normal,p1t1_Zilionis_Klein_2019_NSCLC,861
Myeloid_Normal,p1t2_Zilionis_Klein_2019_NSCLC,953
Myeloid_Normal,p1t3_Zilionis_Klein_2019_NSCLC,476
Myeloid_Normal,p1t4_Zilionis_Klein_2019_NSCLC,541
Myeloid_Normal,p2t1_Zilionis_Klein_2019_NSCLC,43
Myeloid_Normal,p2t2_Zilionis_Klein_2019_NSCLC,39
Myeloid_Normal,p3t1_Zilionis_Klein_2019_NSCLC,485
Myeloid_Normal,p3t2_Zilionis_Klein_2019_NSCLC,550
Myeloid_Normal,p3t3_Zilionis_Klein_2019_NSCLC,585
Myeloid_Normal,p4t1_Zilionis_Klein_2019_NSCLC,182
Myeloid_Normal,p4t2_Zilionis_Klein_2019_NSCLC,220
Myeloid_Normal,p4t3_Zilionis_Klein_2019_NSCLC,257
Myeloid_Normal,p5t1_Zilionis_Klein_2019_NSCLC,398
Myeloid_Normal,p5t2_Zilionis_Klein_2019_NSCLC,469
Myeloid_Normal,p6t1_Zilionis_Klein_2019_NSCLC,492
Myeloid_Normal,p6t2_Zilionis_Klein_2019_NSCLC,397
Myeloid_Normal,p7t1_Zilionis_Klein_2019_NSCLC,1666
Myeloid_Normal,p7t2_Zilionis_Klein_2019_NSCLC,1487
Myeloid_Tumor,p1t1_Zilionis_Klein_2019_NSCLC,3
Myeloid_Tumor,p1t2_Zilionis_Klein_2019_NSCLC,2
Myeloid_Tumor,p1t3_Zilionis_Klein_2019_NSCLC,2
Myeloid_Tumor,p1t4_Zilionis_Klein_2019_NSCLC,2
Myeloid_Tumor,p2t1_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p2t2_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p3t1_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p3t2_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p3t3_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p4t1_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p4t2_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p4t3_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p5t1_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p5t2_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p6t1_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p6t2_Zilionis_Klein_2019_NSCLC,0
Myeloid_Tumor,p7t1_Zilionis_Klein_2019_NSCLC,1
Myeloid_Tumor,p7t2_Zilionis_Klein_2019_NSCLC,0
Smooth muscle_Normal,p1t1_Zilionis_Klein_2019_NSCLC,3
Smooth muscle_Normal,p1t2_Zilionis_Klein_2019_NSCLC,2
Smooth muscle_Normal,p1t3_Zilionis_Klein_2019_NSCLC,1
Smooth muscle_Normal,p1t4_Zilionis_Klein_2019_NSCLC,0
Smooth muscle_Normal,p2t1_Zilionis_Klein_2019_NSCLC,0
Smooth muscle_Normal,p2t2_Zilionis_Klein_2019_NSCLC,2
Smooth muscle_Normal,p3t1_Zilionis_Klein_2019_NSCLC,4
Smooth muscle_Normal,p3t2_Zilionis_Klein_2019_NSCLC,6
Smooth muscle_Normal,p3t3_Zilionis_Klein_2019_NSCLC,7
Smooth muscle_Normal,p4t1_Zilionis_Klein_2019_NSCLC,3
Smooth muscle_Normal,p4t2_Zilionis_Klein_2019_NSCLC,1
Smooth muscle_Normal,p4t3_Zilionis_Klein_2019_NSCLC,1
Smooth muscle_Normal,p5t1_Zilionis_Klein_2019_NSCLC,10
Smooth muscle_Normal,p5t2_Zilionis_Klein_2019_NSCLC,15
Smooth muscle_Normal,p6t1_Zilionis_Klein_2019_NSCLC,2
Smooth muscle_Normal,p6t2_Zilionis_Klein_2019_NSCLC,5
Smooth muscle_Normal,p7t1_Zilionis_Klein_2019_NSCLC,2
Smooth muscle_Normal,p7t2_Zilionis_Klein_2019_NSCLC,1
Submucosal Gland_Normal,p1t1_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p1t2_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p1t3_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p1t4_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p2t1_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p2t2_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p3t1_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p3t2_Zilionis_Klein_2019_NSCLC,1
Submucosal Gland_Normal,p3t3_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p4t1_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p4t2_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p4t3_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p5t1_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p5t2_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p6t1_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p6t2_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p7t1_Zilionis_Klein_2019_NSCLC,0
Submucosal Gland_Normal,p7t2_Zilionis_Klein_2019_NSCLC,0
Unknown_Normal,p1t1_Zilionis_Klein_2019_NSCLC,22
Unknown_Normal,p1t2_Zilionis_Klein_2019_NSCLC,21
Unknown_Normal,p1t3_Zilionis_Klein_2019_NSCLC,10
Unknown_Normal,p1t4_Zilionis_Klein_2019_NSCLC,12
Unknown_Normal,p2t1_Zilionis_Klein_2019_NSCLC,7
Unknown_Normal,p2t2_Zilionis_Klein_2019_NSCLC,3
Unknown_Normal,p3t1_Zilionis_Klein_2019_NSCLC,36
Unknown_Normal,p3t2_Zilionis_Klein_2019_NSCLC,56
Unknown_Normal,p3t3_Zilionis_Klein_2019_NSCLC,60
Unknown_Normal,p4t1_Zilionis_Klein_2019_NSCLC,16
Unknown_Normal,p4t2_Zilionis_Klein_2019_NSCLC,18
Unknown_Normal,p4t3_Zilionis_Klein_2019_NSCLC,19
Unknown_Normal,p5t1_Zilionis_Klein_2019_NSCLC,99
Unknown_Normal,p5t2_Zilionis_Klein_2019_NSCLC,139
Unknown_Normal,p6t1_Zilionis_Klein_2019_NSCLC,64
Unknown_Normal,p6t2_Zilionis_Klein_2019_NSCLC,68
Unknown_Normal,p7t1_Zilionis_Klein_2019_NSCLC,71
Unknown_Normal,p7t2_Zilionis_Klein_2019_NSCLC,52
Unknown_Tumor,p1t1_Zilionis_Klein_2019_NSCLC,18
Unknown_Tumor,p1t2_Zilionis_Klein_2019_NSCLC,22
Unknown_Tumor,p1t3_Zilionis_Klein_2019_NSCLC,10
Unknown_Tumor,p1t4_Zilionis_Klein_2019_NSCLC,14
Unknown_Tumor,p2t1_Zilionis_Klein_2019_NSCLC,7
Unknown_Tumor,p2t2_Zilionis_Klein_2019_NSCLC,9
Unknown_Tumor,p3t1_Zilionis_Klein_2019_NSCLC,1
Unknown_Tumor,p3t2_Zilionis_Klein_2019_NSCLC,1
Unknown_Tumor,p3t3_Zilionis_Klein_2019_NSCLC,0
Unknown_Tumor,p4t1_Zilionis_Klein_2019_NSCLC,1
Unknown_Tumor,p4t2_Zilionis_Klein_2019_NSCLC,0
Unknown_Tumor,p4t3_Zilionis_Klein_2019_NSCLC,2
Unknown_Tumor,p5t1_Zilionis_Klein_2019_NSCLC,0
Unknown_Tumor,p5t2_Zilionis_Klein_2019_NSCLC,1
Unknown_Tumor,p6t1_Zilionis_Klein_2019_NSCLC,0
Unknown_Tumor,p6t2_Zilionis_Klein_2019_NSCLC,0
Unknown_Tumor,p7t1_Zilionis_Klein_2019_NSCLC,47
Unknown_Tumor,p7t2_Zilionis_Klein_2019_NSCLC,62
Airway epithelium_Normal,GSM4453576_Wu_Zhou_2021_NSCLC,18
Airway epithelium_Normal,GSM4453577_Wu_Zhou_2021_NSCLC,218
Airway epithelium_Normal,GSM4453578_Wu_Zhou_2021_NSCLC,18
Airway epithelium_Normal,GSM4453579_Wu_Zhou_2021_NSCLC,5
Airway epithelium_Normal,GSM4453580_Wu_Zhou_2021_NSCLC,100
Airway epithelium_Normal,GSM4453581_Wu_Zhou_2021_NSCLC,1573
Airway epithelium_Normal,GSM4453582_Wu_Zhou_2021_NSCLC,22
Airway epithelium_Normal,GSM4453583_Wu_Zhou_2021_NSCLC,159
Airway epithelium_Normal,GSM4453584_Wu_Zhou_2021_NSCLC,15
Airway epithelium_Normal,GSM4453585_Wu_Zhou_2021_NSCLC,5
Airway epithelium_Normal,GSM4453586_Wu_Zhou_2021_NSCLC,0
Airway epithelium_Normal,GSM4453587_Wu_Zhou_2021_NSCLC,37
Airway epithelium_Normal,GSM4453588_Wu_Zhou_2021_NSCLC,71
Airway epithelium_Normal,GSM4453589_Wu_Zhou_2021_NSCLC,96
Airway epithelium_Normal,GSM4453590_Wu_Zhou_2021_NSCLC,328
Airway epithelium_Normal,GSM4453591_Wu_Zhou_2021_NSCLC,662
Airway epithelium_Normal,GSM4453592_Wu_Zhou_2021_NSCLC,2
Airway epithelium_Normal,GSM4453593_Wu_Zhou_2021_NSCLC,319
Airway epithelium_Normal,GSM4453594_Wu_Zhou_2021_NSCLC,96
Airway epithelium_Normal,GSM4453595_Wu_Zhou_2021_NSCLC,307
Airway epithelium_Normal,GSM4453596_Wu_Zhou_2021_NSCLC,1188
Airway epithelium_Normal,GSM4453597_Wu_Zhou_2021_NSCLC,26
Airway epithelium_Normal,GSM4453598_Wu_Zhou_2021_NSCLC,24
Airway epithelium_Normal,GSM4453599_Wu_Zhou_2021_NSCLC,0
Airway epithelium_Normal,GSM4453600_Wu_Zhou_2021_NSCLC,7
